2473,6.8,1167
1417,53.8,594
1143,33.1,424
1608,27.5,648
1404,24.6,629
1685,51.1,429
2171,51.6,855
1373,15.4,621
1156,31.5,631
1452,66.4,813
1754,38.7,1005
1178,28.7,420
1670,36,536
1886,21.4,582
1830,53.9,768
1582,11.8,577
1775,29.3,641
1573,13.9,447
1366,47.3,469
1317,51.1,518
999,33.7,466
2171,34.8,819
1982,60.4,568
1320,82.8,350
1687,19.5,817
1324,119.8,628
1026,86.7,381
1649,44.8,804
1367,73.5,650
1716,19.2,808
1378,47,643
1391,66.7,570
1489,74.6,537
1497,100.7,720
2191,27.5,708
1359,26.2,393
1452,109.6,546
1274,50,598
1402,87.4,675
1951,16.2,758
1942,37.4,730
1701,21.1,545
1666,34.7,543
1250,24.6,529
1169,34.2,519
1914,40.8,821
1877,7,647
1724,17.6,801
1429,54,609
1518,44.1,675
2041,13.8,1058
1470,1.4,675
1442,45.3,536
1456,54.5,490
1748,51.3,627
1557,39.1,452
1547,72.8,534
2061,0.5,1019
1394,48.9,572
1418,48.6,640
2132,1.8,958
1300,6.6,608
1541,11.4,734
2023,46.5,1123
2369,63.5,664
2191,89.2,503
1975,173.2,541
2574,62.8,845
2537,5.5,661
1625,102.5,554
1497,36.8,502
1683,33.8,526
1463,22.4,482
1534,153.2,470
1540,88.1,498
1506,173.1,556
1510,103.3,489
1466,163.3,473
1028,19.3,287
1550,46.1,606
1605,29,521
1551,68.2,429
1363,30.2,496
1447,48.6,409
1453,109.6,591
1443,65,600
1269,26.3,585
1754,75.9,724
1594,43.7,710
1754,49.6,635
1998,43.1,717
1501,63.7,530
1698,35.3,592
1573,44.1,656
1549,40.7,470
1546,48.7,455
1748,35.2,471
1861,23.5,631
1795,43.1,806
1307,14.2,572
1552,52.1,656
1686,58.8,776
1760,75.3,811
1941,54.7,876
2304,79.8,1160
2020,39.5,898
1578,56.8,617
1555,49.2,561
1650,54.5,511
1471,49.4,522
1676,22.5,623
1296,69.3,294
1577,37.7,559
1383,18.9,432
1485,17.2,633
1421,47.6,689
1757,38,926
1364,33.8,658
1730,10.2,699
1610,44.8,746
1734,29.7,770
1414,47.7,693
1478,75.4,547
1364,72.9,502
1327,22.6,605
1518,6.9,857
1372,27.9,478
1525,41.5,682
1297,58,637
1662,24.1,741
2041,16.9,1166
1602,33,683
1457,41.8,610
1452,39.4,628
1574,33.6,527
1471,50.9,471
1647,42.7,739
1243,2.7,529
1528,25.2,766
1559,23.2,690
1735,33.9,984
1303,36.2,495
1501,10.1,764
1341,29.6,557
1477,29.6,671
1413,49.6,690
1838,9.5,933
1472,26.9,647
1424,35.8,672
1970,3.5,909
1719,0.2,774
1350,7.2,592
1525,0.3,694
1960,0.9,1074
2000,1.3,1013
2317,50.4,984
1037,41.4,484
1412,17,708
2109,29.2,992
1259,1.4,549
1197,19.3,417
2054,9.4,964
1837,0.5,907
1834,1.3,857
2118,0.5,918
2193,0.1,1073
1766,0.1,874
1547,2.6,640
2003,0,1060
1741,10.4,790
1672,17.7,838
1333,47.5,562
1803,15.6,824
1446,26.3,690
1625,15.1,818
1064,0.6,461
1374,0.9,624
1413,0.2,713
1687,0.2,779
1359,7.8,636
2053,0.3,984
1773,0,931
1848,0.1,900
1346,2.9,577
1447,0.3,665
1983,1.5,883
1703,16.7,566
1539,61.4,562
1558,69.1,449
2060,25,731
1469,84.3,728
1665,34.7,620
1707,58.6,755
2011,27.6,1013
1579,34,766
1503,44,646
1845,55.3,744
1515,46,595
1849,47.4,700
1629,49.8,607
2288,5,1209
1542,12.1,508
1657,4.4,687
1543,41.9,841
1817,43,943
1488,67.2,802
1954,41.8,1149
1418,7.7,735
1360,54.1,800
1500,41,838
1334,41.5,744
1186,31.1,637
2301,6.7,1039
1531,20.5,660
1358,51.9,516
1571,1.6,579
1872,12.3,885
1491,13.8,706
1392,57.6,665
1404,45.7,518
1508,54.7,942
1540,19.6,897
1448,51.5,782
1525,2.1,640
1841,16.1,1007
1557,21.8,687
1412,3.5,689
1470,8.5,659
1153,27.7,584
1284,14.4,622
1277,47.5,704
1289,38,569
1614,18,791
1549,41.2,766
1678,2.3,808
1400,31.2,654
1431,7.2,709
1559,4.3,725
1483,37,555
2468,1.1,970
1617,1,779
1367,15.4,701
1858,13.3,680
1884,19.4,876
1415,0.5,691
1590,7.5,638
1881,14.9,792
1709,1.2,968
1777,0.1,1010
1939,0.4,934
1645,0.2,841
1754,0.3,837
1429,8.6,678
1427,26.3,587
1341,50.5,507
2084,39.1,888
1520,12.7,668
1341,15.2,624
1603,12.1,757
1682,38.1,772
1353,10.9,572
1493,0.8,704
1215,34.7,521
2455,1,1070
1563,0.8,707
1268,15.4,506
1464,5.8,623
1673,1.7,753
1740,0.2,972
2312,0.1,1164
1219,0.1,683
1762,0,944
1105,0.1,621
2270,0.1,1120
1492,2.3,675
1153,14.8,562
1146,2.1,537
1041,0,556
1388,0.3,707
1222,5.4,542
1086,1.8,586
1924,4.9,932
2311,1.9,1177
1605,6.6,781
1840,39.6,860
1608,1.1,717
1873,38,885
1622,33.8,615
2238,4.4,1083
2688,9.9,1447
2653,24.8,1231
1487,3.6,692
1689,40.5,790
1093,37,570
1243,34.4,703
1647,0.8,765
1519,18,723
1991,0.5,893
1148,0.1,607
1386,0.9,728
1361,5.7,619
1223,0.1,643
1077,2.5,537
2184,0.3,1164
1080,0.3,524
1408,0.1,761
1164,0.3,623
1792,24.4,759
1811,3.4,563
1344,5.9,498
1361,48.2,591
1279,41.5,575
1153,26.1,576
1725,73.2,625
2049,68.2,741
1734,89.4,692
1709,49.8,574
1899,4.3,729
1573,14.8,927
2374,18.8,885
1469,15.9,671
1708,1.6,786
1271,33.5,674
1317,59.2,502
1462,40.1,736
1890,18.2,994
1377,58.2,534
1800,21,954
1442,17.3,625
1700,3.9,844
1909,32.1,767
1434,28.3,667
1643,5.5,837
1336,34.5,599
1433,38.6,726
1923,13,1003
1469,41,525
1452,48.7,578
1288,25,532
1445,39.9,588
1265,1.5,581
1597,5,726
1264,23.1,554
1512,19.9,775
1708,2.4,945
1285,14.2,534
1152,24.2,534
1603,38.5,591
1511,39.5,613
2212,83.8,997
1484,55.9,634
1375,35.5,616
1694,39.2,719
1278,67.3,353
1387,45.6,640
1369,50,599
1404,0.8,479
1069,0.7,454
1538,28.2,588
1432,38.4,602
1486,36.8,790
1424,21.1,684
1482,29.2,678
1792,55,978
1465,77.3,665
1642,32.2,725
1042,59.4,264
1119,50.7,375
2185,47.7,954
1284,37,589
1415,39.6,349
2691,3.9,1372
1942,37.9,920
1329,23.8,559
1099,16.5,470
1271,46.3,518
1472,5.6,586
1738,42.5,741
1634,41.4,675
1412,13.2,575
1611,60.5,653
1434,15.6,614
1501,18.2,632
1429,57.3,418
1396,27.7,396
1426,69.5,451
2263,18.4,729
1353,2.6,629
1180,16.4,443
1302,9.9,627
1559,29.7,561
1462,60.2,585
1396,5,642
1393,65.1,755
1288,52.3,470
1435,43.1,527
1383,57.8,608
1464,15.2,698
2181,6.7,1073
1594,1.8,733
2215,30.7,796
1606,7.7,571
1426,23.3,582
2145,15.4,727
1466,13.7,498
1472,49.7,693
1595,38.6,792
1203,10.4,566
2022,0.7,746
1447,1.1,522
1364,0.6,559
1686,1.9,732
1420,23.2,567
1358,82.1,630
2129,1.1,911
1354,16.5,480
1566,16.7,599
1664,21.9,750
2528,66.3,1279
1361,1.1,539
1433,0.8,644
1423,1.3,643
1541,6.5,820
1411,41.9,543
1532,30,536
1471,12.2,636
1563,16.8,721
1376,14.4,560
1249,28.5,561
1478,13.4,703
1920,36.9,819
1377,8.9,368
1163,30.3,521
1110,35.7,488
1773,9.1,656
1519,36.7,726
1606,67,880
1445,52.1,798
1451,56.8,866
1367,29.7,662
2644,14.6,1461
2029,52.3,850
1321,42.2,551
1433,58.3,654
1544,49.7,645
1603,31.5,677
1665,49,718
1670,44.1,720
1475,0.6,552
1654,58.7,686
1307,54.1,442
1302,10,553
1605,36.5,545
1335,3.3,571
1776,10.7,896
1569,47.9,695
1309,43.6,477
1423,15.6,565
1673,0.4,812
1209,1.2,588
1210,2.2,621
1639,4.5,921
1639,0.7,904
1584,20.8,853
1840,19.7,969
1469,30.1,747
1393,47.7,522
1583,53,718
1556,55.9,648
1653,29.3,806
1509,22.4,804
1277,51.9,546
1580,26.1,614
1496,35.9,540
1065,50.5,456
1582,66.2,591
1341,46.9,539
1428,31.1,576
1461,17.6,471
1120,54.7,432
2213,75.4,755
2033,33.5,1040
1539,48.9,692
1563,56.4,501
2054,12.4,553
1776,64.8,884
1662,39.3,634
1390,15.7,757
1205,12.1,691
1398,59.3,679
1402,52.4,677
1775,33.9,914
1665,78.2,658
1550,34.8,433
1310,39.5,560
1439,31,528
1303,31,569
1460,42.4,586
1932,24,859
1648,50.8,856
2224,42.4,818
2384,6.1,1216
2435,8.9,651
1672,50.7,503
2518,48.2,818
1493,38.2,826
1658,52.5,634
1781,53.2,793
1531,6.9,711
1381,35.4,695
1709,48.1,817
1546,76.3,647
1579,26.6,711
1564,10.2,724
1443,18.2,515
2332,26.8,856
1473,108.5,503
1283,7.9,519
1545,41.2,617
1994,50.2,872
1786,37.3,865
1489,35.5,794
1759,27.6,741
1816,36.9,722
2316,61.4,1092
1299,11.5,541
1328,14.1,506
1553,31.1,470
1325,23,581
1446,7.1,725
2005,23.2,983
1803,18.7,813
1508,34.3,730
1797,9.6,1006
1369,17.1,638
1421,46.8,807
1588,49.3,870
1437,1.2,756
1351,28.2,731
1363,38.3,766
1559,41.1,903
2022,40.1,1129
1431,65.8,827
1694,37.8,953
1645,35.7,989
1840,34.9,1021
1891,13.5,1057
1803,48.6,985
1361,1,574
1393,24.1,704
1481,22.3,875
1516,36.5,633
1368,13.5,752
1245,31.8,646
1381,7.7,797
1458,56.1,675
1616,22.5,668
1752,3.3,1018
1554,11.5,646
1473,33,719
2065,9.4,1044
1486,11.9,863
1431,30.9,612
1379,58.5,727
1336,1.7,715
1437,12.1,709
1680,24.3,564
1598,14.3,674
1525,15.2,732
2064,22.8,1128
1710,58.7,870
1519,63,561
1641,50.9,760
1531,34.6,601
1855,34.8,830
1468,30.1,703
1224,33.8,696
1477,4.8,741
1459,10.7,672
1471,39.8,681
2088,19.2,1087
1399,46.1,626
2320,38.2,1142
1919,6.5,818
1668,88.4,784
1646,144,529
2008,58.9,936
1479,122.3,506
1442,39,528
1783,9.8,930
1532,57.1,721
1419,34.3,681
1479,52.7,684
1366,15.9,652
1756,111.4,998
1765,94,748
1713,138.5,905
1352,91,674
1741,20.9,769
1399,43.8,583
1596,49.5,462
1869,64.2,936
1550,59.3,568
1381,43.6,559
1483,56.1,645
1556,47.6,584
1193,66.6,494
1748,37.7,889
1457,28.1,748
1650,15.7,734
1710,48.4,881
1311,5.1,776
1471,58,715
1492,26.7,641
2071,43.2,1166
1590,39.7,656
1514,44.3,622
1637,26.8,664
1670,53.1,687
1501,35.7,583
1487,78.1,608
1735,46.8,819
1466,50.6,802
1513,50.5,709
1554,54.3,815
1555,82.9,874
1538,25.1,559
1489,47.9,698
1330,40.2,538
1410,46,717
1505,36.4,711
1380,22.9,602
1399,33.5,643
1388,53.4,509
1374,30.5,802
1439,37.9,590
1771,45.4,920
1554,21.6,904
1460,60.5,621
1477,8.9,717
1417,5.1,643
1473,1.4,813
1454,59.3,700
1283,48.7,583
1390,43.4,696
2123,37.1,1068
1524,38.6,837
1639,40.6,619
1284,53.6,397
1735,39.6,688
1691,32.3,787
1706,52.9,525
1409,11.4,642
1411,38.8,519
1458,5.1,688
1424,2.5,693
1381,77.9,573
1295,42.8,569
1484,80,612
1433,65,617
1563,24.2,656
1478,1.5,671
1965,14.7,891
1674,4.2,665
1928,5,906
1521,45.6,691
1782,24,694
1852,5.5,822
1498,0.7,692
1703,27.9,696
1606,43,652
2087,13.8,931
1475,21.7,734
1496,23.6,743
2377,49.4,1357
1313,59.7,581
1559,10.8,707
2238,35.6,1093
2000,67.9,730
1779,103.5,845
1549,73.8,773
1517,40.7,840
1636,1.3,703
1029,2.8,453
1395,3.4,698
1677,28,960
1264,47.5,638
1217,49.3,627
1829,48.7,792
1484,15.1,673
1637,23,751
1477,22.2,734
2056,30.8,1120
1754,3.8,866
1366,49.1,546
1445,62,522
1259,38.7,570
1457,39.4,620
1488,65.6,512
1423,67.2,614
1388,40.4,669
1447,21.4,779
1498,53.8,625
1565,37,664
1661,1.1,801
1982,61.1,573
1550,27.1,567
1469,28,659
1708,55.7,867
2011,55.1,1055
1347,52.1,669
1646,41.9,849
1743,85.6,866
1533,49,642
1554,49.3,828
1523,39.7,697
1452,45.4,685
1521,47.3,876
1521,68.7,829
1388,27.3,637
1529,32.2,746
1870,28.1,1051
1462,35.8,721
1756,21,862
1530,51.7,785
1670,51.4,907
1588,26.3,573
1580,61.6,789
1514,35.1,651
1197,60.5,642
2215,61.1,989
1527,16.6,592
1702,24.4,515
1409,40.6,630
1397,39.8,471
1507,43.5,659
1342,49.7,513
1495,33.8,574
1556,36.5,787
1609,69.6,886
1405,74.6,621
1595,36.4,844
1679,62.5,890
2081,105.4,770
1997,45.8,829
1365,29.9,633
1935,151.1,770
2348,223.2,843
1317,7.1,500
1514,38.8,551
1476,6.9,711
1457,15.1,641
1647,25.8,891
1417,17.6,654
1433,5.1,758
1350,60.5,459
1420,31.6,497
1488,54.7,786
1295,44.8,435
1267,31.8,569
1462,52.9,713
1385,62.3,534
1672,48.9,671
1480,59.4,523
1788,73.5,898
1428,28.7,647
2192,81.8,1021
1816,145.6,605
1716,42.3,793
1710,64.1,882
1777,112.6,747
1977,58.7,644
1607,145.2,820
1668,67.6,1051
1593,162.1,899
1795,156.8,894
1696,99.6,1021
1547,44,706
1602,35.1,684
1591,44.8,656
1626,66.8,611
1430,64.2,654
1177,50.1,393
1565,78.3,571
1301,36,600
1354,79.6,620
1353,59.3,691
1383,25.3,639
1477,63,738
1474,59.4,578
1489,21.5,606
1376,18.8,810
1339,51.7,420
1494,42.5,604
1399,37.7,671
1398,54.5,675
1364,54.8,664
1364,8.3,681
2991,111.8,736
1695,136.1,581
1783,81,677
1669,44,723
1646,95.8,575
2512,51.5,986
1557,49.5,503
2794,97.2,887
1720,36.6,739
1657,99.2,911
1473,109.9,660
1117,44.2,582
2608,106.2,882
1439,202.7,293
1522,8.4,469
1794,13.1,442
1896,79.5,554
1828,62.4,568
1302,28.5,563
1187,23.8,644
1313,45.5,632
1214,17.6,488
1690,57.1,860
2127,19.7,642
1776,34.1,952
1642,60.8,625
1900,37,686
2176,52.6,687
1485,61,471
1551,15.8,692
1355,42.1,589
1321,35,637
1590,43,528
1277,23.3,473
2133,40.7,619
1342,63.9,708
1801,91.1,600
1739,69.5,601
1654,70,494
1420,36.3,481
1882,94.8,546
2271,118,703
1851,64.3,595
2040,72.7,765
2079,117,724
1219,13,344
1648,26.1,538
1792,63.4,564
1795,27.4,579
1172,19.5,321
1295,44.3,504
1649,45.1,704
1374,53.9,634
1545,29.4,749
1930,46.3,908
1417,46,622
1317,41,584
1482,21.1,805
1384,34.7,542
1297,14.7,608
1486,5.9,639
1458,6.6,609
1565,6.8,623
1555,49.3,666
1528,16,801
1396,23.3,696
1464,20.5,730
1373,45.2,682
1317,54.6,659
1477,33.9,680
1622,79.4,828
1365,3.2,602
1497,27.6,637
1389,53,698
1367,23.4,537
1349,8.5,651
1593,39.3,766
1361,58.5,706
1486,52.9,716
1597,69.2,824
1544,63.6,786
1615,53.4,818
1390,69.8,749
1574,90.3,861
1446,38.3,752
1639,51.5,759
1452,14.5,756
2026,3.6,1039
1414,22.4,631
1656,56.4,1001
1703,18.7,753
1642,21.6,719
1356,33.2,790
1630,6.7,808
1832,72.2,926
1690,61.8,782
1629,43.2,674
1553,65,782
1723,63.6,831
1497,55.5,737
1451,55.9,673
1509,33.8,549
1479,35.6,631
1462,27.1,590
1337,21.9,782
1724,23.4,1084
1530,41.9,706
1601,28.4,830
1668,23.1,842
1390,68,659
1502,15.2,812
1503,43,690
1519,47.2,670
1984,22,955
1630,40.9,831
1409,53,658
1683,56.3,794
1630,60.1,714
1317,17.6,604
1423,9.4,641
1728,65.5,644
1552,47.8,714
1578,14.9,694
1527,26.1,807
1700,41.7,924
1582,33.7,749
1495,36.7,684
1558,38.9,736
1495,73.4,858
1524,52.9,909
1448,20.6,656
1473,16.3,764
1494,41.9,738
1289,34.4,637
2091,10.1,1202
1638,8.7,759
1629,31.5,756
1454,47.4,632
2235,35.7,1169
1807,14.3,804
1095,60.4,607
1038,46.7,513
1420,54.8,651
1429,31.3,615
1464,24.8,786
1605,63.8,697
1428,55.8,607
1326,18.5,798
1409,50.1,797
1436,37,692
1561,103.3,897
1681,37.9,796
1427,83.4,794
1625,87.3,820
1480,10.6,620
1679,69.2,666
1342,67.2,541
1550,59.4,437
1724,70.7,751
1253,45.4,553
1334,55.7,610
1383,38.8,693
1427,54.7,698
1439,20.6,884
1526,19,712
1372,43.1,745
1251,23,777
1567,53.1,670
1627,52.2,655
1561,59.9,749
1552,45.3,647
1428,9.9,859
1637,13.6,579
1579,27.9,654
1625,82.3,640
1290,32.6,455
1684,73.4,746
1579,27.2,579
2222,28.8,1027
1796,19.3,766
1651,22.7,822
1604,97.9,806
1593,26.8,787
2079,32.1,978
1489,45.8,624
1473,14.6,744
1433,64.1,778
1310,110,637
1333,25.8,662
1562,72,799
1485,62.3,483
2354,25.1,1262
1572,57.3,740
1473,47.3,560
1481,88.4,602
1434,59.9,675
1394,41.1,412
1572,14.6,626
1515,72.7,652
1199,68,640
1423,136.3,764
1242,95.6,643
1422,54.2,694
1266,77.5,628
1460,53.8,681
1383,23.4,581
1645,14.6,623
1917,67.2,601
1303,25.3,626
1425,47.7,666
1242,45,395
1442,106.7,717
1370,44.9,564
1419,72.2,721
1266,32.6,634
1402,37.6,635
1318,12.7,550
1630,9.9,629
1414,51.2,756
1133,38.4,498
1423,58,568
1318,68.9,453
1442,67.1,579
1454,67.4,649
1944,26.7,924
1103,41.6,476
1273,59.6,548
1234,88,668
1470,42.2,576
1363,52.4,715
1405,29.2,855
1976,34.1,989
1511,76.7,600
1438,18.3,742
1501,58.7,650
1411,91.6,661
1457,63.1,745
1783,42.6,730
1537,18.8,573
1377,45.3,515
1219,14.6,518
1316,18.1,562
1605,31.4,673
1470,52.2,482
2119,52,881
1466,46.2,583
1294,35.2,537
1141,70.4,380
1518,49.1,621
1430,29.4,714
1503,55.3,568
1454,15.7,577
1406,20.3,587
1420,25.3,616
1443,45.7,511
1262,52.2,458
1163,47.7,585
1413,29,490
1380,56,450
1461,56.1,528
1472,33.7,658
1236,37.9,549
1483,47.7,588
1247,25.6,528
1399,18.3,507
1417,45.9,639
1215,43.5,503
1858,6,819
1705,9.5,724
1707,15.5,688
1417,19.5,565
1539,62.8,561
1430,81.9,612
1262,20.9,680
1367,64.8,602
1316,58.8,691
1445,47.1,509
1417,2,734
1445,33.1,562
1407,25.3,441
1475,42.4,894
1468,20.9,814
1549,33,667
1570,9.6,815
1274,16.8,586
1566,4.3,684
1419,40.5,672
1636,18.7,743
1389,4.8,678
1482,4.4,691
1449,10.6,624
1604,14.3,811
1479,62,707
1206,73.3,628
1499,38.2,714
1406,21.2,597
1407,51.2,659
1539,96.7,765
1453,87.7,758
1328,35.3,558
1466,59.3,582
1292,41.9,543
1590,75.6,639
1368,23,521
1462,54.3,599
1205,42.3,369
1650,18,626
1158,48.8,352
1408,45.6,542
1392,24.6,414
1621,56.8,609
1445,54.5,713
1480,50.7,662
1412,71.5,536
1463,30.9,713
1153,13.5,524
2077,34,746
1431,67.4,654
1632,65.4,767
1510,80.1,756
1396,40.1,722
1522,68.2,728
1786,30.6,672
1486,1.7,818
1385,30.5,684
1523,7,743
1457,12.6,721
1260,13.4,532
1430,59.1,594
1534,17.3,652
1312,33.2,713
1312,44.6,504
1412,59.3,565
1371,19.3,547
1521,63.6,693
1390,64.1,608
1368,56.7,487
1382,26.1,560
1394,35.3,577
1578,64.8,691
1299,7.2,667
1803,58.9,776
1571,26.3,788
1443,32,749
1159,48,572
1829,86.8,767
1531,47,698
1648,79.8,681
1615,123.8,636
1513,57.8,588
1518,19.5,531
1723,72.9,709
1548,37.3,496
1257,11.7,482
2180,35.4,752
1129,57.1,481
2242,66.3,958
1836,61.1,964
1652,31.4,664
1651,36.7,784
1601,47.9,605
1553,16.4,732
1478,81.3,596
1445,33.2,675
1491,56.3,688
1444,37.1,649
1107,11.1,340
2007,44.7,814
1232,16.2,423
1388,80.7,553
1316,59.1,521
1515,40.9,433
1423,23.7,710
1183,52.6,435
1376,78.1,521
1723,4.4,973
1592,49.7,781
1495,31.8,777
1523,105.4,658
1570,132.8,688
1470,82.8,624
1282,35.5,685
1432,29.9,652
1343,14.3,591
1257,71.4,495
1245,53.5,725
1662,47,774
1219,45.2,711
1315,38.7,693
1443,47.6,817
1466,69.1,713
1477,18.3,819
1072,34.2,396
1661,36.2,595
1277,44.7,442
2119,53.9,955
