5.3,0.933737975
2.3,0.414835594
9.8,1.661817302
25.7,3.840578231
0.6,0.126279212
5.5,1.071969182
9.4,1.468685916
14.1,2.475984809
24.7,3.413212081
24.4,4.283841682
23,4.168872481
20,3.404075462
10.8,1.391194043
40.7,7.809122445
3.2,0.611912296
3.6,0.666553211
15.9,2.336551396
11.2,1.783188738
0.8,0.161350483
8.9,1.661738958
1,0.191446313
1,0.182496665
0.2,0.053814573
0.7,0.163801985
19.8,3.042844452
18.6,2.969309761
43.5,4.111205942
15.8,2.314685713
13.4,1.94938408
24.1,3.416599616
22.5,4.047776567
21.3,3.314969071
21.4,3.420777406
16.9,2.744491648
7.9,1.276780641
5.3,0.885713736
4.6,1.107076769
11.1,1.754820997
2.4,0.440474396
5.3,0.847289
9.9,1.352551759
1,0.197732668
4.9,0.763573882
9.7,1.718549839
3.2,0.601950001
3.8,0.942296755
16.9,2.661522644
41.7,5.853357593
17.9,3.722897475
12.9,2.302348175
20.4,3.881963255
1.4,0.296779904
35.9,5.000895741
8.3,1.474472347
2,0.354939645
7.3,1.228780417
0.5,0.107101473
0.7,0.146746855
1.2,0.236204073
0.4,0.068826861
0.3,0.079995003
1.3,0.310088418
1.4,0.23370135
7,1.215913176
5.3,0.900382083
9,1.564959864
15,2.329079742
14.3,1.893797562
5.6,0.89227887
10.3,1.570008554
13.6,1.986462806
9.6,1.628469601
31.9,4.82743419
45,5.076191983
41,4.764942717
1,0.205732355
4.6,0.858338533
4.7,0.859724669
15.7,2.92132075
0.9,0.199721851
10.2,1.823964944
1.7,0.290625802
3.6,0.758997722
2.8,0.432597127
7.2,1.293434488
6,0.976933728
1.4,0.263460507
3.5,0.650178528
1,0.192302579
3.3,0.581107907
23.9,4.628177169
1.8,0.35243904
0.8,0.201328693
26.2,3.734028245
1.2,0.243830837
1.2,0.264863249
1.4,0.271166445
0.8,0.161189938
7.6,1.035340073
1.2,0.198871067
1.7,0.28649164
4,0.642162229
26.3,3.493611452
1.3,0.227106938
4.6,0.756504256
10.9,1.847259278
1.8,0.328295323
13.7,2.509163729
9.5,1.75167929
13.6,2.339262088
1.8,0.334475376
2.7,0.499051404
0.8,0.178994449
1,0.197976219
26.6,4.15387019
5.7,0.829759033
12.4,1.984891146
2.9,0.49438848
3,0.611354582
5.9,1.066944764
2.7,0.552520505
2.2,0.422520189
1.7,0.353930757
24.9,3.612762674
2.2,0.400503893
15.9,2.649984674
2.9,0.493685671
1.2,0.2718163
4.9,0.814824503
40.1,5.161280445
32.1,4.6885676
31.9,5.941100447
36,5.474170624
11.6,2.220903505
25.9,4.407199661
35.9,5.850992591
4.3,0.881922818
1.3,0.311590613
15.5,2.190607154
29.7,4.389842273
1.8,0.376992416
5,1.047201067
3.3,0.521985172
3.6,0.557370108
46.9,5.50846187
5.3,0.724507263
41.6,7.375706485
9.7,1.225455391
30.4,3.587522175
1.3,0.219674393
1.7,0.353536721
1.9,0.301263619
1.6,0.273971175
15.9,2.534705875
2.4,0.399095386
4.8,0.917530655
19.5,4.21601736
5,0.82703713
5.3,0.829824326
3.7,0.665219998
26.8,4.029471961
1.7,0.34490294
4.9,0.984021088
4.1,1.103923336
1.2,0.211718093
18.2,2.973815801
6.8,1.07697072
2.9,0.446785574
9.9,1.61407671
3.4,0.578381464
8.7,1.351067123
32.3,4.572484979
9.8,1.655831215
42.1,5.20471603
8.5,1.307483663
1,0.215597628
2.3,0.503549247
5.6,1.169481532
1,0.236850099
1.1,0.303083873
34,4.956951776
1.4,0.292197877
1.5,0.315876375
1.6,0.256651521
33.8,5.031130596
1.1,0.2235294
1.7,0.319499954
1.4,0.32308382
3.1,0.743692021
101.1,11.00064232
25.5,3.571675064
129.2,9.124767225
111.2,10.00548647
86.2,7.560031769
138.7,12.13768969
130.8,15.75909972
113,8.644962604
78.5,7.436250548
85,5.684967811
99.9,7.738588277
128.5,7.875967424
89.6,7.854268028
102.2,11.41364572
51.5,5.353501208
41.1,5.468472582
38.3,6.144700666
72,7.557730738
20.6,3.465563803
42,5.128937146
61,6.524448447
38.7,4.804316251
53.8,5.516244999
47.4,6.670814419
21.1,3.762520747
23.7,3.040483601
45.4,4.797432224
43,5.465689762
53.1,6.148045532
49.5,5.918130023
32.6,4.405801948
43.4,6.210461982
66.5,6.586798578
10.3,1.293317024
33.1,4.317558013
3.6,0.866843259
13.7,1.927011541
8.1,0.891404561
50.7,6.783234434
38.5,4.414014347
43.1,3.941468092
47.5,6.168857851
2.2,0.335516429
7.4,1.225232762
8.6,1.329148862
1.9,0.288406525
4.7,0.915109441
4.7,0.916721406
5.3,0.837903196
22.5,5.050623997
30.4,5.181334948
3.3,0.758514197
1.8,0.505721585
1.8,0.409784613
2.6,0.381046356
2.2,0.433538119
15.7,2.611133952
15,3.068189625
32.6,5.57089203
4.2,0.697650759
21.8,4.591861614
2.3,0.586110216
24,2.931007105
1.9,0.340944635
1.8,0.329498289
2,0.343910191
4.9,0.920991582
13.4,1.917313123
3.5,0.715163908
10.3,1.645143796
3.9,0.674084632
3.1,0.586865714
3,0.628393754
3.6,0.605888552
13,2.74959283
5,0.850644386
3.5,0.575713145
2.4,0.368548866
33.3,3.649458941
2,0.359304188
2.1,0.37673707
1.5,0.269625124
13.8,2.263606306
22,3.690616296
5.1,0.789605976
3.3,0.684183265
10.7,1.760418046
10.3,1.725710888
21.3,3.716213205
9.1,1.514836034
3.3,0.618679736
3.5,0.690154078
15.6,2.333962831
14.6,3.213329793
6.8,1.781900265
1.4,0.354781319
23.7,2.994838862
2.5,0.482206541
4.2,0.757640396
32.2,6.641811952
5.1,0.920255868
39.7,6.996933658
39.1,5.097456746
1.5,0.324971545
1.3,0.309013295
5.4,1.140572413
32.1,5.225243506
22.8,4.657368814
5.3,0.893639062
9.1,1.253956913
20.8,4.907274867
1.4,0.262608417
1.6,0.458600797
25,3.884731764
0.9,0.173780209
0.9,0.191593212
0.9,0.222831912
1.8,0.430587502
0.6,0.152238159
0.5,0.106843909
9.5,2.815461921
2.5,0.686268451
1.1,0.24291813
1.1,0.270686821
0.9,0.242983143
15.6,3.260390624
24.8,4.146635002
0.7,0.158769333
1.6,0.322617222
30,4.456444515
2.4,0.477081858
2,0.398365613
1.5,0.28776021
2,0.415778645
1.7,0.363122669
2.4,0.47607626
0.5,0.138968334
1,0.219981663
0.5,0.099173968
1,0.250144605
1.1,0.235317261
3.5,0.613339471
2.7,0.453595805
0.3,0.05838579
0.4,0.087960806
0.8,0.164899993
0.8,0.161056072
6.3,1.127390491
3.2,0.590378224
5.6,0.991196718
3.8,0.696625017
24.7,3.244860452
5.5,0.944828905
5.3,0.879409729
6.4,1.065596637
6.4,1.147187978
7.2,1.302920707
1.1,0.224259712
7.6,1.246666947
